return_id,order_id,product_id,customer_id,return_date,return_reason,return_amount,refund_status,refund_days,category
RET002201,ORD0011986,PROD0168,CUST00448,2020-02-23,Wrong Item,20924.0,Refunded,3,Office Supplies
RET002202,ORD0011986,PROD0170,CUST00448,2020-02-23,Wrong Item,980.0,Refunded,5,Grocery
RET002203,ORD0011986,PROD0068,CUST00448,2020-02-23,Wrong Item,18025.0,Pending,6,Electronics
RET002204,ORD0012005,PROD0692,CUST02109,2021-10-07,Defective Product,2063.0,Rejected,9,Office Supplies
RET002205,ORD0012008,PROD0206,CUST00008,2022-02-11,Better Price Found,4758.0,Refunded,11,Office Supplies
RET002206,ORD0012008,PROD0090,CUST00008,2022-02-11,Defective Product,10445.0,Refunded,12,Sports & Fitness
RET002207,ORD0012011,PROD0262,CUST01735,2020-02-13,Better Price Found,29856.0,Refunded,5,Home & Kitchen
RET002208,ORD0012028,PROD0079,CUST00084,2022-01-20,Size Issue,17661.0,Refunded,14,Toys & Games
RET002209,ORD0012029,PROD0597,CUST00532,2022-05-24,Size Issue,1412.0,Refunded,11,Books
RET002210,ORD0012041,PROD0346,CUST00946,2022-03-16,Size Issue,20088.0,Refunded,12,Home & Kitchen
RET002211,ORD0012052,PROD0388,CUST03532,2023-01-30,Size Issue,606.0,Refunded,14,Toys & Games
RET002212,ORD0012052,PROD0147,CUST03532,2023-01-30,Wrong Item,7622.0,Refunded,9,Beauty & Health
RET002213,ORD0012052,PROD0041,CUST03532,2023-01-30,Wrong Item,109417.0,Pending,6,Electronics
RET002214,ORD0012052,PROD0282,CUST03532,2023-01-30,Changed Mind,3230.0,Refunded,10,Books
RET002215,ORD0012052,PROD0108,CUST03532,2023-01-30,Damaged in Transit,37466.0,Refunded,13,Home & Kitchen
RET002216,ORD0012053,PROD0798,CUST03775,2023-05-28,Better Price Found,6712.0,Refunded,13,Beauty & Health
RET002217,ORD0012053,PROD0320,CUST03775,2023-05-28,Size Issue,20530.0,Refunded,11,Fashion
RET002218,ORD0012063,PROD0242,CUST01875,2023-05-15,Better Price Found,748.0,Pending,11,Grocery
RET002219,ORD0012063,PROD0397,CUST01875,2023-05-15,Defective Product,2032.0,Refunded,10,Automotive
RET002220,ORD0012063,PROD0044,CUST01875,2023-05-15,Size Issue,5858.0,Rejected,14,Beauty & Health
RET002221,ORD0012063,PROD0327,CUST01875,2023-05-15,Defective Product,1731.0,Refunded,6,Toys & Games
RET002222,ORD0012081,PROD0032,CUST01503,2022-07-06,Size Issue,18776.0,Refunded,3,Home & Kitchen
RET002223,ORD0012091,PROD0276,CUST03812,2021-11-03,Size Issue,27462.0,Refunded,13,Fashion
RET002224,ORD0012092,PROD0150,CUST04379,2021-05-23,Better Price Found,4290.0,Pending,3,Home & Kitchen
RET002225,ORD0012092,PROD0155,CUST04379,2021-05-23,Defective Product,5088.0,Refunded,5,Office Supplies
RET002226,ORD0012092,PROD0735,CUST04379,2021-05-23,Size Issue,3976.0,Refunded,4,Office Supplies
RET002227,ORD0012092,PROD0104,CUST04379,2021-05-23,Better Price Found,16299.0,Refunded,5,Sports & Fitness
RET002228,ORD0012092,PROD0169,CUST04379,2021-05-23,Wrong Item,9901.0,Refunded,3,Home & Kitchen
RET002229,ORD0012104,PROD0355,CUST01437,2022-07-16,Better Price Found,8163.0,Refunded,12,Fashion
RET002230,ORD0012110,PROD0642,CUST02917,2022-01-05,Size Issue,27692.0,Refunded,9,Automotive
RET002231,ORD0012115,PROD0211,CUST02056,2022-11-08,Wrong Item,16634.0,Pending,11,Home & Kitchen
RET002232,ORD0012115,PROD0527,CUST02056,2022-11-08,Better Price Found,3321.0,Pending,12,Automotive
RET002233,ORD0012123,PROD0074,CUST02190,2024-03-23,Better Price Found,249.0,Refunded,9,Books
RET002234,ORD0012123,PROD0202,CUST02190,2024-03-23,Size Issue,6479.0,Refunded,3,Sports & Fitness
RET002235,ORD0012130,PROD0392,CUST00709,2020-12-01,Changed Mind,7988.0,Pending,14,Sports & Fitness
RET002236,ORD0012130,PROD0234,CUST00709,2020-12-01,Wrong Item,396.0,Refunded,4,Grocery
RET002237,ORD0012130,PROD0010,CUST00709,2020-12-01,Damaged in Transit,9650.0,Refunded,7,Sports & Fitness
RET002238,ORD0012130,PROD0369,CUST00709,2020-12-01,Wrong Item,65846.0,Refunded,10,Electronics
RET002239,ORD0012130,PROD0413,CUST00709,2020-12-01,Wrong Item,6100.0,Refunded,8,Sports & Fitness
RET002240,ORD0012135,PROD0249,CUST01764,2022-03-02,Defective Product,684.0,Refunded,3,Books
RET002241,ORD0012141,PROD0746,CUST01743,2022-12-05,Damaged in Transit,538.0,Refunded,4,Grocery
RET002242,ORD0012142,PROD0416,CUST01418,2020-09-09,Wrong Item,4308.0,Refunded,3,Fashion
RET002243,ORD0012142,PROD0702,CUST01418,2020-09-09,Size Issue,5904.0,Refunded,7,Toys & Games
RET002244,ORD0012142,PROD0141,CUST01418,2020-09-09,Damaged in Transit,3814.0,Refunded,6,Toys & Games
RET002245,ORD0012142,PROD0496,CUST01418,2020-09-09,Wrong Item,6576.0,Refunded,11,Sports & Fitness
RET002246,ORD0012151,PROD0709,CUST00738,2020-01-17,Wrong Item,387069.0,Rejected,9,Electronics
RET002247,ORD0012151,PROD0637,CUST00738,2020-01-17,Defective Product,1152.0,Refunded,8,Beauty & Health
RET002248,ORD0012151,PROD0066,CUST00738,2020-01-17,Better Price Found,420.0,Refunded,8,Books
RET002249,ORD0012168,PROD0172,CUST04090,2020-12-28,Damaged in Transit,8660.0,Refunded,7,Fashion
RET002250,ORD0012174,PROD0234,CUST01319,2023-03-12,Wrong Item,792.0,Refunded,3,Grocery
RET002251,ORD0012197,PROD0201,CUST00858,2022-08-10,Wrong Item,7043.0,Refunded,7,Sports & Fitness
RET002252,ORD0012197,PROD0476,CUST00858,2022-08-10,Better Price Found,3911.0,Refunded,14,Toys & Games
RET002253,ORD0012197,PROD0792,CUST00858,2022-08-10,Damaged in Transit,324.0,Refunded,9,Books
RET002254,ORD0012209,PROD0100,CUST00065,2024-07-18,Size Issue,10297.0,Refunded,7,Automotive
RET002255,ORD0012212,PROD0167,CUST01213,2021-04-29,Wrong Item,79671.0,Pending,7,Electronics
RET002256,ORD0012225,PROD0217,CUST01817,2022-05-03,Better Price Found,7680.0,Refunded,12,Toys & Games
RET002257,ORD0012232,PROD0716,CUST00392,2020-09-11,Changed Mind,10952.0,Pending,13,Toys & Games
RET002258,ORD0012232,PROD0484,CUST00392,2020-09-11,Size Issue,13950.0,Refunded,8,Home & Kitchen
RET002259,ORD0012232,PROD0298,CUST00392,2020-09-11,Defective Product,7798.0,Refunded,4,Home & Kitchen
RET002260,ORD0012232,PROD0548,CUST00392,2020-09-11,Changed Mind,9418.0,Refunded,7,Automotive
RET002261,ORD0012232,PROD0411,CUST00392,2020-09-11,Size Issue,1480.0,Refunded,5,Grocery
RET002262,ORD0012237,PROD0374,CUST03258,2024-06-22,Damaged in Transit,763.0,Refunded,10,Toys & Games
RET002263,ORD0012237,PROD0087,CUST03258,2024-06-22,Better Price Found,3704.0,Refunded,4,Automotive
RET002264,ORD0012239,PROD0747,CUST01028,2024-07-16,Better Price Found,9230.0,Refunded,7,Fashion
RET002265,ORD0012246,PROD0772,CUST04497,2023-03-01,Wrong Item,76688.0,Refunded,3,Electronics
RET002266,ORD0012246,PROD0417,CUST04497,2023-03-01,Size Issue,2628.0,Refunded,10,Automotive
RET002267,ORD0012246,PROD0469,CUST04497,2023-03-01,Size Issue,34.0,Refunded,3,Grocery
RET002268,ORD0012254,PROD0744,CUST04667,2024-01-25,Changed Mind,626.0,Refunded,9,Grocery
RET002269,ORD0012254,PROD0342,CUST04667,2024-01-25,Size Issue,9888.0,Pending,5,Sports & Fitness
RET002270,ORD0012254,PROD0149,CUST04667,2024-01-25,Damaged in Transit,26011.0,Refunded,3,Home & Kitchen
RET002271,ORD0012274,PROD0437,CUST02317,2024-12-16,Size Issue,9888.0,Refunded,7,Automotive
RET002272,ORD0012283,PROD0394,CUST02075,2022-08-01,Defective Product,16376.0,Rejected,9,Office Supplies
RET002273,ORD0012285,PROD0469,CUST00801,2020-08-29,Damaged in Transit,78.0,Refunded,9,Grocery
RET002274,ORD0012297,PROD0708,CUST00165,2020-12-31,Size Issue,4569.0,Refunded,8,Fashion
RET002275,ORD0012300,PROD0695,CUST04417,2020-10-23,Damaged in Transit,1368.0,Refunded,12,Grocery
RET002276,ORD0012304,PROD0025,CUST02192,2023-07-16,Better Price Found,25160.0,Refunded,13,Automotive
RET002277,ORD0012304,PROD0125,CUST02192,2023-07-16,Size Issue,823.0,Refunded,11,Grocery
RET002278,ORD0012306,PROD0212,CUST03797,2020-10-24,Better Price Found,2372.0,Refunded,9,Fashion
RET002279,ORD0012307,PROD0775,CUST00089,2020-02-28,Wrong Item,22382.0,Refunded,8,Home & Kitchen
RET002280,ORD0012314,PROD0763,CUST02570,2020-07-04,Changed Mind,5286.0,Pending,3,Office Supplies
RET002281,ORD0012314,PROD0474,CUST02570,2020-07-04,Damaged in Transit,6362.0,Refunded,8,Automotive
RET002282,ORD0012322,PROD0476,CUST02255,2024-02-21,Size Issue,3555.0,Refunded,7,Toys & Games
RET002283,ORD0012322,PROD0249,CUST02255,2024-02-21,Changed Mind,1026.0,Pending,10,Books
RET002284,ORD0012326,PROD0719,CUST00245,2023-08-22,Size Issue,1369.0,Refunded,10,Books
RET002285,ORD0012326,PROD0681,CUST00245,2023-08-22,Damaged in Transit,12536.0,Refunded,14,Beauty & Health
RET002286,ORD0012372,PROD0529,CUST00110,2022-06-18,Size Issue,723.0,Pending,13,Books
RET002287,ORD0012372,PROD0029,CUST00110,2022-06-18,Changed Mind,1153.0,Refunded,11,Books
RET002288,ORD0012372,PROD0013,CUST00110,2022-06-18,Size Issue,26917.0,Refunded,11,Electronics
RET002289,ORD0012400,PROD0363,CUST03262,2024-12-02,Size Issue,7748.0,Refunded,6,Fashion
RET002290,ORD0012405,PROD0771,CUST04240,2022-12-18,Wrong Item,10730.0,Refunded,13,Fashion
RET002291,ORD0012405,PROD0783,CUST04240,2022-12-18,Size Issue,113666.0,Refunded,10,Electronics
RET002292,ORD0012407,PROD0507,CUST02904,2023-12-24,Damaged in Transit,7472.0,Refunded,5,Automotive
RET002293,ORD0012430,PROD0016,CUST02059,2020-03-22,Defective Product,1538.0,Refunded,5,Books
RET002294,ORD0012430,PROD0021,CUST02059,2020-03-22,Better Price Found,3838.0,Refunded,13,Beauty & Health
RET002295,ORD0012460,PROD0752,CUST03987,2023-06-16,Better Price Found,300.0,Refunded,8,Office Supplies
RET002296,ORD0012488,PROD0513,CUST01153,2023-04-02,Better Price Found,31989.0,Refunded,3,Automotive
RET002297,ORD0012500,PROD0246,CUST02369,2022-08-30,Size Issue,2665.0,Pending,9,Beauty & Health
RET002298,ORD0012500,PROD0162,CUST02369,2022-08-30,Better Price Found,13479.0,Pending,4,Beauty & Health
RET002299,ORD0012510,PROD0302,CUST01644,2024-10-12,Better Price Found,8088.0,Refunded,8,Beauty & Health
RET002300,ORD0012535,PROD0008,CUST04482,2023-01-31,Damaged in Transit,11646.0,Refunded,6,Office Supplies
RET002301,ORD0012535,PROD0210,CUST04482,2023-01-31,Better Price Found,44564.0,Refunded,11,Home & Kitchen
RET002302,ORD0012535,PROD0270,CUST04482,2023-01-31,Size Issue,1324.0,Rejected,14,Books
RET002303,ORD0012537,PROD0169,CUST04453,2020-11-30,Defective Product,8251.0,Refunded,10,Home & Kitchen
RET002304,ORD0012537,PROD0647,CUST04453,2020-11-30,Changed Mind,8680.0,Refunded,9,Office Supplies
RET002305,ORD0012538,PROD0195,CUST00323,2025-01-10,Better Price Found,6494.0,Refunded,6,Automotive
RET002306,ORD0012539,PROD0386,CUST04310,2021-11-02,Damaged in Transit,4414.0,Refunded,14,Fashion
RET002307,ORD0012560,PROD0557,CUST02340,2021-12-08,Wrong Item,4564.0,Refunded,3,Office Supplies
RET002308,ORD0012560,PROD0501,CUST02340,2021-12-08,Size Issue,41600.0,Refunded,4,Home & Kitchen
RET002309,ORD0012560,PROD0106,CUST02340,2021-12-08,Changed Mind,501.0,Refunded,10,Books
RET002310,ORD0012562,PROD0286,CUST02897,2024-10-22,Wrong Item,3205.0,Refunded,9,Sports & Fitness
RET002311,ORD0012563,PROD0518,CUST02702,2023-12-08,Changed Mind,4909.0,Rejected,3,Office Supplies
RET002312,ORD0012565,PROD0058,CUST04314,2024-02-20,Defective Product,9856.0,Pending,14,Home & Kitchen
RET002313,ORD0012567,PROD0430,CUST03324,2022-04-21,Damaged in Transit,17451.0,Refunded,9,Sports & Fitness
RET002314,ORD0012567,PROD0798,CUST03324,2022-04-21,Damaged in Transit,7192.0,Pending,7,Beauty & Health
RET002315,ORD0012574,PROD0095,CUST03711,2022-11-17,Damaged in Transit,1238.0,Refunded,4,Toys & Games
RET002316,ORD0012578,PROD0186,CUST04594,2024-05-07,Changed Mind,42670.0,Refunded,10,Electronics
RET002317,ORD0012579,PROD0234,CUST01404,2024-01-20,Size Issue,396.0,Refunded,12,Grocery
RET002318,ORD0012592,PROD0473,CUST01176,2022-11-05,Wrong Item,875.0,Refunded,14,Office Supplies
RET002319,ORD0012609,PROD0031,CUST04779,2022-02-09,Changed Mind,3084.0,Pending,9,Grocery
RET002320,ORD0012643,PROD0136,CUST02744,2022-12-02,Defective Product,185640.0,Refunded,8,Electronics
RET002321,ORD0012654,PROD0066,CUST03775,2020-10-04,Size Issue,840.0,Refunded,12,Books
RET002322,ORD0012663,PROD0036,CUST01397,2022-03-01,Wrong Item,4990.0,Refunded,14,Fashion
RET002323,ORD0012665,PROD0566,CUST01984,2020-10-13,Size Issue,5145.0,Refunded,6,Sports & Fitness
RET002324,ORD0012705,PROD0323,CUST04575,2024-12-13,Better Price Found,837.0,Refunded,9,Grocery
RET002325,ORD0012709,PROD0203,CUST01006,2021-10-13,Size Issue,7804.0,Refunded,7,Fashion
RET002326,ORD0012710,PROD0230,CUST03369,2024-11-23,Better Price Found,8224.0,Refunded,11,Office Supplies
RET002327,ORD0012712,PROD0800,CUST03812,2020-07-14,Better Price Found,25404.0,Pending,10,Sports & Fitness
RET002328,ORD0012713,PROD0550,CUST00254,2022-01-17,Defective Product,27598.0,Refunded,14,Home & Kitchen
RET002329,ORD0012713,PROD0023,CUST00254,2022-01-17,Size Issue,47264.0,Refunded,7,Electronics
RET002330,ORD0012725,PROD0130,CUST01934,2020-11-18,Wrong Item,5767.0,Refunded,7,Office Supplies
RET002331,ORD0012740,PROD0130,CUST00014,2021-02-18,Defective Product,6151.0,Refunded,9,Office Supplies
RET002332,ORD0012757,PROD0569,CUST03784,2020-11-15,Wrong Item,1800.0,Refunded,11,Office Supplies
RET002333,ORD0012757,PROD0394,CUST03784,2020-11-15,Wrong Item,4094.0,Refunded,3,Office Supplies
RET002334,ORD0012762,PROD0165,CUST00640,2024-01-20,Size Issue,1864.0,Refunded,11,Books
RET002335,ORD0012762,PROD0695,CUST00640,2024-01-20,Wrong Item,2542.0,Refunded,14,Grocery
RET002336,ORD0012770,PROD0122,CUST03592,2020-05-02,Wrong Item,49464.0,Refunded,6,Sports & Fitness
RET002337,ORD0012770,PROD0681,CUST03592,2020-05-02,Defective Product,3134.0,Pending,7,Beauty & Health
RET002338,ORD0012770,PROD0352,CUST03592,2020-05-02,Damaged in Transit,1720.0,Refunded,13,Beauty & Health
RET002339,ORD0012770,PROD0749,CUST03592,2020-05-02,Changed Mind,5444.0,Rejected,5,Fashion
RET002340,ORD0012774,PROD0418,CUST04691,2024-09-20,Defective Product,2360.0,Refunded,9,Books
RET002341,ORD0012779,PROD0530,CUST00859,2023-05-05,Size Issue,23874.0,Refunded,9,Electronics
RET002342,ORD0012786,PROD0434,CUST00540,2021-11-01,Defective Product,3684.0,Refunded,6,Sports & Fitness
RET002343,ORD0012795,PROD0694,CUST01692,2020-07-21,Damaged in Transit,36402.0,Refunded,8,Sports & Fitness
RET002344,ORD0012805,PROD0514,CUST02186,2023-05-19,Wrong Item,153963.0,Pending,10,Electronics
RET002345,ORD0012805,PROD0438,CUST02186,2023-05-19,Size Issue,865.0,Pending,4,Automotive
RET002346,ORD0012805,PROD0049,CUST02186,2023-05-19,Wrong Item,924.0,Refunded,14,Sports & Fitness
RET002347,ORD0012805,PROD0457,CUST02186,2023-05-19,Defective Product,11002.0,Refunded,11,Fashion
RET002348,ORD0012805,PROD0636,CUST02186,2023-05-19,Changed Mind,31961.0,Pending,7,Electronics
RET002349,ORD0012811,PROD0220,CUST02212,2021-05-22,Size Issue,20204.0,Pending,12,Sports & Fitness
RET002350,ORD0012811,PROD0117,CUST02212,2021-05-22,Wrong Item,12907.0,Refunded,10,Automotive
RET002351,ORD0012812,PROD0580,CUST02729,2020-05-16,Defective Product,6618.0,Refunded,14,Fashion
RET002352,ORD0012844,PROD0715,CUST03060,2022-02-14,Better Price Found,998.0,Refunded,14,Home & Kitchen
RET002353,ORD0012844,PROD0283,CUST03060,2022-02-14,Defective Product,287.0,Refunded,4,Grocery
RET002354,ORD0012844,PROD0716,CUST03060,2022-02-14,Defective Product,5476.0,Refunded,9,Toys & Games
RET002355,ORD0012846,PROD0706,CUST04870,2020-02-18,Changed Mind,44568.0,Rejected,14,Sports & Fitness
RET002356,ORD0012846,PROD0735,CUST04870,2020-02-18,Size Issue,7288.0,Refunded,5,Office Supplies
RET002357,ORD0012847,PROD0416,CUST04639,2023-10-24,Defective Product,2350.0,Refunded,3,Fashion
RET002358,ORD0012847,PROD0651,CUST04639,2023-10-24,Size Issue,14985.0,Refunded,9,Sports & Fitness
RET002359,ORD0012856,PROD0139,CUST00771,2020-07-20,Wrong Item,15758.0,Pending,4,Home & Kitchen
RET002360,ORD0012856,PROD0185,CUST00771,2020-07-20,Damaged in Transit,6753.0,Refunded,4,Fashion
RET002361,ORD0012892,PROD0338,CUST04468,2021-12-14,Better Price Found,32068.0,Refunded,9,Sports & Fitness
RET002362,ORD0012899,PROD0452,CUST01581,2022-10-16,Defective Product,56396.0,Refunded,10,Sports & Fitness
RET002363,ORD0012925,PROD0501,CUST04955,2024-03-09,Better Price Found,41600.0,Refunded,10,Home & Kitchen
RET002364,ORD0012925,PROD0367,CUST04955,2024-03-09,Size Issue,5499.0,Refunded,10,Office Supplies
RET002365,ORD0012937,PROD0458,CUST03197,2021-02-08,Changed Mind,22344.0,Pending,10,Fashion
RET002366,ORD0012937,PROD0346,CUST03197,2021-02-08,Damaged in Transit,16740.0,Refunded,14,Home & Kitchen
RET002367,ORD0012937,PROD0451,CUST03197,2021-02-08,Defective Product,840.0,Refunded,11,Beauty & Health
RET002368,ORD0012947,PROD0567,CUST03377,2025-01-03,Wrong Item,341.0,Pending,11,Office Supplies
RET002369,ORD0012947,PROD0377,CUST03377,2025-01-03,Wrong Item,1601.0,Refunded,7,Toys & Games
RET002370,ORD0012947,PROD0156,CUST03377,2025-01-03,Defective Product,1336.0,Refunded,3,Toys & Games
RET002371,ORD0012947,PROD0428,CUST03377,2025-01-03,Size Issue,1648.0,Rejected,10,Grocery
RET002372,ORD0012948,PROD0758,CUST03812,2024-11-25,Wrong Item,4002.0,Refunded,9,Toys & Games
RET002373,ORD0012950,PROD0532,CUST00494,2024-10-14,Wrong Item,2810.0,Refunded,6,Beauty & Health
RET002374,ORD0012950,PROD0302,CUST00494,2024-10-14,Better Price Found,5514.0,Refunded,10,Beauty & Health
RET002375,ORD0012954,PROD0599,CUST02314,2022-04-20,Wrong Item,12398.0,Refunded,8,Home & Kitchen
RET002376,ORD0012954,PROD0032,CUST02314,2022-04-20,Wrong Item,60084.0,Refunded,10,Home & Kitchen
RET002377,ORD0012954,PROD0321,CUST02314,2022-04-20,Better Price Found,51471.0,Refunded,9,Home & Kitchen
RET002378,ORD0012956,PROD0091,CUST01566,2024-03-15,Better Price Found,4038.0,Refunded,8,Beauty & Health
RET002379,ORD0012975,PROD0331,CUST03596,2023-01-31,Wrong Item,4348.0,Refunded,14,Toys & Games
RET002380,ORD0012979,PROD0414,CUST03599,2022-09-01,Changed Mind,762.0,Refunded,14,Books
RET002381,ORD0012985,PROD0205,CUST01729,2020-12-07,Changed Mind,12171.0,Refunded,12,Toys & Games
RET002382,ORD0012985,PROD0429,CUST01729,2020-12-07,Damaged in Transit,526.0,Pending,10,Office Supplies
RET002383,ORD0012992,PROD0608,CUST04382,2023-09-09,Defective Product,876.0,Refunded,9,Grocery
RET002384,ORD0012992,PROD0569,CUST04382,2023-09-09,Better Price Found,1620.0,Pending,3,Office Supplies
RET002385,ORD0012999,PROD0403,CUST01090,2020-12-10,Damaged in Transit,3865.0,Refunded,9,Office Supplies
RET002386,ORD0012999,PROD0455,CUST01090,2020-12-10,Defective Product,8865.0,Refunded,7,Automotive
RET002387,ORD0012999,PROD0127,CUST01090,2020-12-10,Size Issue,1014.0,Pending,9,Sports & Fitness
RET002388,ORD0012999,PROD0709,CUST01090,2020-12-10,Size Issue,367716.0,Rejected,12,Electronics
RET002389,ORD0013002,PROD0722,CUST00941,2020-06-26,Defective Product,1310.0,Refunded,5,Grocery
RET002390,ORD0013008,PROD0604,CUST03488,2023-09-30,Better Price Found,60300.0,Refunded,8,Sports & Fitness
RET002391,ORD0013008,PROD0105,CUST03488,2023-09-30,Defective Product,780.0,Refunded,8,Beauty & Health
RET002392,ORD0013008,PROD0344,CUST03488,2023-09-30,Defective Product,21888.0,Refunded,14,Fashion
RET002393,ORD0013008,PROD0086,CUST03488,2023-09-30,Defective Product,1190.0,Refunded,3,Beauty & Health
RET002394,ORD0013009,PROD0004,CUST00474,2021-10-25,Changed Mind,51898.0,Refunded,8,Home & Kitchen
RET002395,ORD0013023,PROD0103,CUST03757,2022-12-15,Defective Product,2290.0,Rejected,8,Fashion
RET002396,ORD0013027,PROD0375,CUST00274,2023-02-05,Changed Mind,9528.0,Pending,14,Sports & Fitness
RET002397,ORD0013038,PROD0503,CUST04811,2021-10-29,Damaged in Transit,9408.0,Refunded,13,Office Supplies
RET002398,ORD0013038,PROD0556,CUST04811,2021-10-29,Damaged in Transit,5772.0,Refunded,8,Toys & Games
RET002399,ORD0013049,PROD0708,CUST03200,2021-06-24,Size Issue,8566.0,Refunded,12,Fashion
RET002400,ORD0013049,PROD0214,CUST03200,2021-06-24,Changed Mind,3940.0,Pending,14,Beauty & Health
RET002401,ORD0013049,PROD0215,CUST03200,2021-06-24,Wrong Item,2739.0,Refunded,3,Books
RET002402,ORD0013050,PROD0205,CUST03522,2021-08-21,Better Price Found,13911.0,Refunded,8,Toys & Games
RET002403,ORD0013059,PROD0617,CUST02908,2024-02-14,Defective Product,4032.0,Refunded,13,Beauty & Health
RET002404,ORD0013059,PROD0470,CUST02908,2024-02-14,Size Issue,15564.0,Refunded,5,Electronics
RET002405,ORD0013100,PROD0438,CUST02155,2020-02-01,Wrong Item,1730.0,Rejected,11,Automotive
RET002406,ORD0013100,PROD0476,CUST02155,2020-02-01,Changed Mind,4266.0,Refunded,14,Toys & Games
RET002407,ORD0013103,PROD0601,CUST04433,2022-04-30,Size Issue,1054.0,Refunded,8,Books
RET002408,ORD0013114,PROD0460,CUST00965,2022-06-21,Changed Mind,11590.0,Refunded,6,Electronics
RET002409,ORD0013116,PROD0408,CUST04067,2022-07-01,Better Price Found,9362.0,Pending,8,Sports & Fitness
RET002410,ORD0013116,PROD0591,CUST04067,2022-07-01,Better Price Found,834.0,Refunded,12,Grocery
RET002411,ORD0013125,PROD0181,CUST00513,2022-04-28,Defective Product,264.0,Refunded,14,Books
RET002412,ORD0013125,PROD0250,CUST00513,2022-04-28,Defective Product,311.0,Refunded,9,Grocery
RET002413,ORD0013125,PROD0400,CUST00513,2022-04-28,Better Price Found,1166.0,Refunded,9,Books
RET002414,ORD0013128,PROD0055,CUST03088,2023-06-13,Changed Mind,3747.0,Refunded,12,Toys & Games
RET002415,ORD0013147,PROD0561,CUST00393,2020-01-13,Changed Mind,3648.0,Refunded,8,Books
RET002416,ORD0013147,PROD0098,CUST00393,2020-01-13,Damaged in Transit,27936.0,Refunded,8,Sports & Fitness
RET002417,ORD0013165,PROD0369,CUST02989,2024-02-15,Damaged in Transit,65846.0,Pending,3,Electronics
RET002418,ORD0013181,PROD0600,CUST00849,2022-05-09,Defective Product,7680.0,Refunded,11,Beauty & Health
RET002419,ORD0013189,PROD0478,CUST02569,2023-06-03,Size Issue,3395.0,Refunded,12,Beauty & Health
RET002420,ORD0013189,PROD0013,CUST02569,2023-06-03,Changed Mind,23072.0,Refunded,12,Electronics
RET002421,ORD0013206,PROD0125,CUST02751,2021-01-11,Wrong Item,823.0,Refunded,5,Grocery
RET002422,ORD0013218,PROD0312,CUST02003,2024-08-12,Size Issue,60468.0,Refunded,10,Sports & Fitness
RET002423,ORD0013218,PROD0363,CUST02003,2024-08-12,Damaged in Transit,7292.0,Refunded,13,Fashion
RET002424,ORD0013218,PROD0499,CUST02003,2024-08-12,Changed Mind,2766.0,Refunded,13,Beauty & Health
RET002425,ORD0013218,PROD0217,CUST02003,2024-08-12,Damaged in Transit,4042.0,Refunded,8,Toys & Games
RET002426,ORD0013218,PROD0710,CUST02003,2024-08-12,Size Issue,45128.0,Pending,6,Sports & Fitness
RET002427,ORD0013234,PROD0281,CUST04428,2021-04-13,Size Issue,2244.0,Refunded,12,Grocery
RET002428,ORD0013237,PROD0660,CUST04602,2020-05-02,Size Issue,7572.0,Refunded,14,Sports & Fitness
RET002429,ORD0013237,PROD0638,CUST04602,2020-05-02,Damaged in Transit,71518.0,Refunded,11,Electronics
RET002430,ORD0013237,PROD0430,CUST04602,2020-05-02,Wrong Item,16288.0,Refunded,9,Sports & Fitness
RET002431,ORD0013237,PROD0270,CUST04602,2020-05-02,Wrong Item,1104.0,Refunded,10,Books
RET002432,ORD0013242,PROD0002,CUST01969,2024-01-17,Size Issue,6215.0,Refunded,12,Toys & Games
RET002433,ORD0013242,PROD0427,CUST01969,2024-01-17,Better Price Found,2101.0,Refunded,13,Sports & Fitness
RET002434,ORD0013244,PROD0425,CUST03299,2020-05-03,Defective Product,36868.0,Refunded,6,Sports & Fitness
RET002435,ORD0013247,PROD0476,CUST02166,2021-09-04,Better Price Found,17064.0,Pending,6,Toys & Games
RET002436,ORD0013247,PROD0118,CUST02166,2021-09-04,Damaged in Transit,6005.0,Refunded,3,Office Supplies
RET002437,ORD0013247,PROD0244,CUST02166,2021-09-04,Better Price Found,1026.0,Refunded,10,Grocery
RET002438,ORD0013247,PROD0128,CUST02166,2021-09-04,Wrong Item,1670.0,Refunded,6,Toys & Games
RET002439,ORD0013247,PROD0400,CUST02166,2021-09-04,Better Price Found,2476.0,Refunded,11,Books
RET002440,ORD0013287,PROD0410,CUST02684,2021-01-15,Better Price Found,3282.0,Refunded,7,Toys & Games
RET002441,ORD0013289,PROD0261,CUST03407,2023-04-21,Damaged in Transit,1824.0,Pending,7,Grocery
RET002442,ORD0013289,PROD0534,CUST03407,2023-04-21,Damaged in Transit,5056.0,Pending,5,Toys & Games
RET002443,ORD0013289,PROD0606,CUST03407,2023-04-21,Damaged in Transit,8216.0,Refunded,7,Toys & Games
RET002444,ORD0013289,PROD0119,CUST03407,2023-04-21,Defective Product,36496.0,Refunded,8,Electronics
RET002445,ORD0013327,PROD0507,CUST04338,2023-09-18,Size Issue,4203.0,Refunded,5,Automotive
RET002446,ORD0013327,PROD0132,CUST04338,2023-09-18,Defective Product,3427.0,Refunded,4,Automotive
RET002447,ORD0013335,PROD0775,CUST04802,2022-06-06,Changed Mind,23699.0,Refunded,3,Home & Kitchen
RET002448,ORD0013335,PROD0150,CUST04802,2022-06-06,Size Issue,8580.0,Pending,8,Home & Kitchen
