item_id,order_id,product_id,category,subcategory,brand,quantity,mrp,discount_pct,final_price,revenue,cost,profit,profit_margin,order_date,order_year,state,return_flag
ITEM00019647,ORD0010126,PROD0082,Automotive,Tyres,MRF,1,6234.0,25,4676.0,4676.0,3065.0,1611.0,34.45,2024-08-18,2024,Bihar,0
ITEM00019648,ORD0010126,PROD0425,Sports & Fitness,Football,Reebok,2,18434.0,60,7374.0,14748.0,11964.0,2784.0,18.88,2024-08-18,2024,Bihar,0
ITEM00019649,ORD0010126,PROD0266,Electronics,TV & Monitors,Sony,3,36865.0,25,27649.0,82947.0,46434.0,36513.0,44.02,2024-08-18,2024,Bihar,0
ITEM00019650,ORD0010127,PROD0684,Electronics,Mobile Phones,Sony,1,28806.0,0,28806.0,28806.0,15995.0,12811.0,44.47,2021-05-20,2021,Haryana,0
ITEM00019651,ORD0010128,PROD0034,Electronics,Laptops,Sony,2,47628.0,5,45247.0,90494.0,47676.0,42818.0,47.32,2024-04-02,2024,Haryana,0
ITEM00019652,ORD0010129,PROD0575,Fashion,Bags & Wallets,Bata,1,1283.0,50,642.0,642.0,278.0,364.0,56.7,2021-11-08,2021,Rajasthan,0
ITEM00019653,ORD0010130,PROD0310,Sports & Fitness,Cricket,Yonex,1,3022.0,25,2266.0,2266.0,1276.0,990.0,43.69,2022-02-27,2022,Rajasthan,0
ITEM00019654,ORD0010130,PROD0028,Sports & Fitness,Swimming,Yonex,3,761.0,10,685.0,2055.0,1545.0,510.0,24.82,2022-02-27,2022,Rajasthan,0
ITEM00019655,ORD0010131,PROD0219,Office Supplies,Storage,Faber-Castell,1,2781.0,20,2225.0,2225.0,1289.0,936.0,42.07,2024-09-03,2024,Kerala,0
ITEM00019656,ORD0010131,PROD0614,Automotive,Car Accessories,CEAT,1,11951.0,5,11353.0,11353.0,4796.0,6557.0,57.76,2024-09-03,2024,Kerala,0
ITEM00019657,ORD0010131,PROD0159,Toys & Games,Educational,Lego,1,2588.0,15,2200.0,2200.0,1128.0,1072.0,48.73,2024-09-03,2024,Kerala,0
ITEM00019658,ORD0010131,PROD0477,Fashion,Jewellery,Nike,1,5090.0,55,2290.0,2290.0,1027.0,1263.0,55.15,2024-09-03,2024,Kerala,0
ITEM00019659,ORD0010132,PROD0443,Sports & Fitness,Yoga,Cosco,1,3175.0,20,2540.0,2540.0,1016.0,1524.0,60.0,2020-08-08,2020,Delhi,0
ITEM00019660,ORD0010132,PROD0651,Sports & Fitness,Yoga,Nivia,2,21407.0,35,13915.0,27830.0,19880.0,7950.0,28.57,2020-08-08,2020,Delhi,0
ITEM00019661,ORD0010132,PROD0209,Sports & Fitness,Cycling,Nivia,3,10723.0,15,9115.0,27345.0,18309.0,9036.0,33.04,2020-08-08,2020,Delhi,0
ITEM00019662,ORD0010133,PROD0746,Grocery,Spices,Aashirvaad,1,597.0,50,298.0,298.0,193.0,105.0,35.23,2024-03-25,2024,Gujarat,0
ITEM00019663,ORD0010134,PROD0283,Grocery,Staples,Nestle,1,638.0,50,319.0,319.0,165.0,154.0,48.28,2022-03-23,2022,Madhya Pradesh,0
ITEM00019664,ORD0010135,PROD0545,Electronics,TV & Monitors,OnePlus,1,128338.0,30,89837.0,89837.0,59164.0,30673.0,34.14,2021-01-02,2021,Andhra Pradesh,1
ITEM00019665,ORD0010136,PROD0039,Automotive,Tools,Meguiars,2,5433.0,5,5161.0,10322.0,6334.0,3988.0,38.64,2021-05-17,2021,Gujarat,0
ITEM00019666,ORD0010137,PROD0556,Toys & Games,Board Games,Fisher-Price,1,2749.0,30,1924.0,1924.0,1331.0,593.0,30.82,2020-09-25,2020,Kerala,0
ITEM00019667,ORD0010137,PROD0796,Office Supplies,Printers,Canon,1,2781.0,20,2225.0,2225.0,1138.0,1087.0,48.85,2020-09-25,2020,Kerala,0
ITEM00019668,ORD0010137,PROD0578,Fashion,Sunglasses,Adidas,1,7245.0,5,6883.0,6883.0,3596.0,3287.0,47.76,2020-09-25,2020,Kerala,0
ITEM00019669,ORD0010137,PROD0703,Electronics,TV & Monitors,Apple,1,16324.0,20,13059.0,13059.0,7575.0,5484.0,41.99,2020-09-25,2020,Kerala,0
ITEM00019670,ORD0010138,PROD0183,Electronics,Headphones,Xiaomi,3,98595.0,50,49298.0,147894.0,64998.0,82896.0,56.05,2023-08-20,2023,Maharashtra,0
ITEM00019671,ORD0010139,PROD0123,Sports & Fitness,Cricket,Yonex,1,26253.0,20,21002.0,21002.0,12357.0,8645.0,41.16,2022-08-21,2022,Karnataka,0
ITEM00019672,ORD0010139,PROD0245,Sports & Fitness,Gym Equipment,Cosco,1,23304.0,0,23304.0,23304.0,16049.0,7255.0,31.13,2022-08-21,2022,Karnataka,0
ITEM00019673,ORD0010139,PROD0799,Electronics,Smart Watches,OnePlus,1,13175.0,30,9222.0,9222.0,6245.0,2977.0,32.28,2022-08-21,2022,Karnataka,0
ITEM00019674,ORD0010140,PROD0680,Office Supplies,Whiteboards,HP,2,8691.0,10,7822.0,15644.0,6992.0,8652.0,55.31,2023-03-25,2023,Rajasthan,0
ITEM00019675,ORD0010140,PROD0572,Office Supplies,Furniture,Godrej,2,5687.0,10,5118.0,10236.0,4378.0,5858.0,57.23,2023-03-25,2023,Rajasthan,0
ITEM00019676,ORD0010141,PROD0143,Sports & Fitness,Cycling,Nivia,1,29861.0,40,17917.0,17917.0,9607.0,8310.0,46.38,2023-03-01,2023,Gujarat,0
ITEM00019677,ORD0010142,PROD0638,Electronics,Cameras,Apple,3,79464.0,5,75491.0,226473.0,122019.0,104454.0,46.12,2020-02-27,2020,Karnataka,1
ITEM00019678,ORD0010143,PROD0603,Beauty & Health,Haircare,Patanjali,1,867.0,40,520.0,520.0,350.0,170.0,32.69,2021-09-14,2021,Bihar,0
ITEM00019679,ORD0010143,PROD0541,Office Supplies,Printers,Nilkamal,1,3095.0,15,2631.0,2631.0,1661.0,970.0,36.87,2021-09-14,2021,Bihar,0
ITEM00019680,ORD0010143,PROD0457,Fashion,Jewellery,Bata,1,5501.0,0,5501.0,5501.0,2911.0,2590.0,47.08,2021-09-14,2021,Bihar,0
ITEM00019681,ORD0010143,PROD0551,Fashion,Sunglasses,Puma,3,1031.0,0,1031.0,3093.0,1614.0,1479.0,47.82,2021-09-14,2021,Bihar,0
ITEM00019682,ORD0010144,PROD0420,Sports & Fitness,Yoga,Reebok,3,22289.0,40,13373.0,40119.0,20130.0,19989.0,49.82,2020-05-01,2020,Tamil Nadu,0
ITEM00019683,ORD0010144,PROD0296,Toys & Games,Board Games,Toyzone,1,4477.0,40,2686.0,2686.0,1184.0,1502.0,55.92,2020-05-01,2020,Tamil Nadu,0
ITEM00019684,ORD0010145,PROD0043,Beauty & Health,Haircare,Lakme,2,4920.0,15,4182.0,8364.0,4930.0,3434.0,41.06,2020-04-05,2020,Gujarat,0
ITEM00019685,ORD0010145,PROD0538,Books,Academic,Scholastic,1,1941.0,25,1456.0,1456.0,910.0,546.0,37.5,2020-04-05,2020,Gujarat,0
ITEM00019686,ORD0010145,PROD0558,Sports & Fitness,Swimming,Reebok,1,14488.0,50,7244.0,7244.0,3122.0,4122.0,56.9,2020-04-05,2020,Gujarat,0
ITEM00019687,ORD0010146,PROD0202,Sports & Fitness,Gym Equipment,Cosco,2,12958.0,60,5183.0,10366.0,8516.0,1850.0,17.85,2021-08-28,2021,Andhra Pradesh,0
ITEM00019688,ORD0010147,PROD0624,Books,Academic,Scholastic,3,939.0,30,657.0,1971.0,1158.0,813.0,41.25,2023-02-05,2023,Bihar,0
ITEM00019689,ORD0010148,PROD0122,Sports & Fitness,Cycling,Nivia,4,24732.0,40,14839.0,59356.0,39984.0,19372.0,32.64,2024-03-03,2024,Bihar,0
ITEM00019690,ORD0010148,PROD0525,Books,Fiction,Rupa,1,1064.0,10,958.0,958.0,450.0,508.0,53.03,2024-03-03,2024,Bihar,0
ITEM00019691,ORD0010149,PROD0239,Fashion,Men Clothing,Fabindia,1,3790.0,25,2842.0,2842.0,1302.0,1540.0,54.19,2022-03-11,2022,Haryana,0
ITEM00019692,ORD0010149,PROD0121,Office Supplies,Storage,Canon,1,9865.0,20,7892.0,7892.0,4241.0,3651.0,46.26,2022-03-11,2022,Haryana,0
ITEM00019693,ORD0010150,PROD0103,Fashion,Jewellery,Fabindia,1,2411.0,5,2290.0,2290.0,1307.0,983.0,42.93,2020-03-01,2020,Andhra Pradesh,0
ITEM00019694,ORD0010151,PROD0252,Electronics,Headphones,Xiaomi,1,121442.0,10,109298.0,109298.0,66685.0,42613.0,38.99,2024-04-25,2024,Uttar Pradesh,0
ITEM00019695,ORD0010151,PROD0606,Toys & Games,Board Games,Funskool,2,5478.0,20,4382.0,8764.0,5896.0,2868.0,32.72,2024-04-25,2024,Uttar Pradesh,0
ITEM00019696,ORD0010152,PROD0532,Beauty & Health,Makeup,Patanjali,1,3306.0,15,2810.0,2810.0,1395.0,1415.0,50.36,2021-12-22,2021,Punjab,0
ITEM00019697,ORD0010153,PROD0081,Fashion,Sunglasses,Adidas,2,2558.0,30,1791.0,3582.0,1918.0,1664.0,46.45,2021-04-29,2021,Telangana,0
ITEM00019698,ORD0010153,PROD0292,Home & Kitchen,Cleaning,Nilkamal,1,14168.0,20,11334.0,11334.0,4832.0,6502.0,57.37,2021-04-29,2021,Telangana,0
ITEM00019699,ORD0010153,PROD0315,Sports & Fitness,Swimming,Cosco,2,6141.0,30,4299.0,8598.0,5258.0,3340.0,38.85,2021-04-29,2021,Telangana,0
ITEM00019700,ORD0010153,PROD0257,Electronics,Headphones,Apple,2,33934.0,25,25450.0,50900.0,33940.0,16960.0,33.32,2021-04-29,2021,Telangana,0
ITEM00019701,ORD0010154,PROD0687,Automotive,Oils & Fluids,CEAT,1,19881.0,40,11929.0,11929.0,8142.0,3787.0,31.75,2020-10-14,2020,Delhi,0
ITEM00019702,ORD0010155,PROD0772,Electronics,Laptops,Realme,1,102250.0,30,71575.0,71575.0,52186.0,19389.0,27.09,2024-09-25,2024,Rajasthan,0
ITEM00019703,ORD0010155,PROD0260,Books,Business,Oxford,1,1306.0,40,784.0,784.0,373.0,411.0,52.42,2024-09-25,2024,Rajasthan,0
ITEM00019704,ORD0010155,PROD0119,Electronics,Mobile Phones,Xiaomi,1,72993.0,50,36496.0,36496.0,19008.0,17488.0,47.92,2024-09-25,2024,Rajasthan,0
ITEM00019705,ORD0010156,PROD0663,Books,Business,HarperCollins,2,951.0,20,761.0,1522.0,908.0,614.0,40.34,2020-01-23,2020,Haryana,0
ITEM00019706,ORD0010157,PROD0656,Electronics,Tablets,Samsung,1,81350.0,25,61012.0,61012.0,38024.0,22988.0,37.68,2021-08-22,2021,West Bengal,0
ITEM00019707,ORD0010157,PROD0486,Electronics,Headphones,Xiaomi,1,57048.0,40,34229.0,34229.0,14310.0,19919.0,58.19,2021-08-22,2021,West Bengal,0
ITEM00019708,ORD0010158,PROD0124,Fashion,Bags & Wallets,Zara,1,3975.0,30,2782.0,2782.0,1849.0,933.0,33.54,2021-05-07,2021,Bihar,0
ITEM00019709,ORD0010159,PROD0053,Fashion,Sunglasses,Fabindia,3,12857.0,25,9643.0,28929.0,14067.0,14862.0,51.37,2024-01-12,2024,Andhra Pradesh,0
ITEM00019710,ORD0010160,PROD0051,Electronics,TV & Monitors,Apple,1,96484.0,10,86836.0,86836.0,51153.0,35683.0,41.09,2024-10-02,2024,Madhya Pradesh,0
ITEM00019711,ORD0010160,PROD0532,Beauty & Health,Makeup,Patanjali,2,3306.0,15,2810.0,5620.0,2790.0,2830.0,50.36,2024-10-02,2024,Madhya Pradesh,0
ITEM00019712,ORD0010160,PROD0675,Toys & Games,Educational,Toyzone,1,2755.0,25,2066.0,2066.0,1411.0,655.0,31.7,2024-10-02,2024,Madhya Pradesh,0
ITEM00019713,ORD0010160,PROD0564,Office Supplies,Furniture,Nilkamal,1,8352.0,10,7517.0,7517.0,4418.0,3099.0,41.23,2024-10-02,2024,Madhya Pradesh,0
ITEM00019714,ORD0010161,PROD0509,Electronics,Cameras,OnePlus,1,34210.0,20,27368.0,27368.0,12523.0,14845.0,54.24,2020-12-20,2020,Maharashtra,0
ITEM00019715,ORD0010162,PROD0698,Fashion,Jewellery,H&M,1,8452.0,0,8452.0,8452.0,3429.0,5023.0,59.43,2020-09-25,2020,Kerala,0
ITEM00019716,ORD0010162,PROD0539,Home & Kitchen,Cookware,Nilkamal,1,8343.0,5,7926.0,7926.0,4581.0,3345.0,42.2,2020-09-25,2020,Kerala,0
ITEM00019717,ORD0010162,PROD0189,Office Supplies,Furniture,Godrej,1,7121.0,25,5341.0,5341.0,2197.0,3144.0,58.87,2020-09-25,2020,Kerala,0
ITEM00019718,ORD0010163,PROD0364,Books,Non-Fiction,S.Chand,1,272.0,25,204.0,204.0,128.0,76.0,37.25,2024-12-02,2024,West Bengal,0
ITEM00019719,ORD0010164,PROD0345,Electronics,Laptops,Boat,1,6749.0,25,5062.0,5062.0,3162.0,1900.0,37.53,2023-10-10,2023,Haryana,0
ITEM00019720,ORD0010165,PROD0266,Electronics,TV & Monitors,Sony,1,36865.0,25,27649.0,27649.0,15478.0,12171.0,44.02,2020-08-22,2020,Rajasthan,0
ITEM00019721,ORD0010166,PROD0120,Sports & Fitness,Yoga,SG,1,20265.0,0,20265.0,20265.0,10501.0,9764.0,48.18,2021-08-03,2021,Punjab,0
ITEM00019722,ORD0010166,PROD0162,Beauty & Health,Makeup,Lakme,2,4729.0,5,4493.0,8986.0,5936.0,3050.0,33.94,2021-08-03,2021,Punjab,0
ITEM00019723,ORD0010167,PROD0006,Beauty & Health,Haircare,Biotique,2,3874.0,15,3293.0,6586.0,4500.0,2086.0,31.67,2021-11-30,2021,Telangana,0
ITEM00019724,ORD0010168,PROD0248,Grocery,Dairy,Britannia,1,1508.0,15,1282.0,1282.0,574.0,708.0,55.23,2023-07-29,2023,Madhya Pradesh,0
ITEM00019725,ORD0010169,PROD0002,Toys & Games,Action Figures,Funskool,1,6215.0,0,6215.0,6215.0,2940.0,3275.0,52.7,2020-05-11,2020,Punjab,0
ITEM00019726,ORD0010169,PROD0372,Books,Business,Penguin,1,1476.0,50,738.0,738.0,515.0,223.0,30.22,2020-05-11,2020,Punjab,0
ITEM00019727,ORD0010170,PROD0320,Fashion,Jewellery,Peter England,1,11406.0,10,10265.0,10265.0,5020.0,5245.0,51.1,2024-10-01,2024,Maharashtra,0
ITEM00019728,ORD0010171,PROD0347,Fashion,Women Clothing,Fabindia,2,1935.0,25,1451.0,2902.0,1352.0,1550.0,53.41,2024-01-07,2024,Haryana,1
ITEM00019729,ORD0010172,PROD0102,Electronics,Smart Watches,Boat,2,46166.0,10,41549.0,83098.0,55244.0,27854.0,33.52,2022-09-11,2022,Uttar Pradesh,0
ITEM00019730,ORD0010173,PROD0258,Beauty & Health,Makeup,Himalaya,1,2151.0,25,1613.0,1613.0,692.0,921.0,57.1,2022-01-28,2022,Kerala,0
ITEM00019731,ORD0010173,PROD0738,Beauty & Health,Supplements,Biotique,1,2637.0,0,2637.0,2637.0,1749.0,888.0,33.67,2022-01-28,2022,Kerala,0
ITEM00019732,ORD0010173,PROD0094,Home & Kitchen,Bedding,Hawkins,2,15783.0,30,11048.0,22096.0,14588.0,7508.0,33.98,2022-01-28,2022,Kerala,0
ITEM00019733,ORD0010173,PROD0028,Sports & Fitness,Swimming,Yonex,2,761.0,0,761.0,1522.0,1030.0,492.0,32.33,2022-01-28,2022,Kerala,0
ITEM00019734,ORD0010173,PROD0603,Beauty & Health,Haircare,Patanjali,1,867.0,40,520.0,520.0,350.0,170.0,32.69,2022-01-28,2022,Kerala,0
ITEM00019735,ORD0010174,PROD0315,Sports & Fitness,Swimming,Cosco,1,6141.0,30,4299.0,4299.0,2629.0,1670.0,38.85,2020-04-21,2020,Haryana,0
ITEM00019736,ORD0010175,PROD0185,Fashion,Footwear,Puma,1,7945.0,5,7548.0,7548.0,3083.0,4465.0,59.15,2024-06-13,2024,Maharashtra,0
ITEM00019737,ORD0010175,PROD0104,Sports & Fitness,Football,Yonex,1,25076.0,25,18807.0,18807.0,11166.0,7641.0,40.63,2024-06-13,2024,Maharashtra,0
ITEM00019738,ORD0010176,PROD0266,Electronics,TV & Monitors,Sony,1,36865.0,25,27649.0,27649.0,15478.0,12171.0,44.02,2021-11-02,2021,Telangana,0
ITEM00019739,ORD0010176,PROD0212,Fashion,Footwear,Nike,1,3163.0,25,2372.0,2372.0,1299.0,1073.0,45.24,2021-11-02,2021,Telangana,0
ITEM00019740,ORD0010177,PROD0701,Home & Kitchen,Lighting,Prestige,1,28807.0,5,27367.0,27367.0,19147.0,8220.0,30.04,2022-02-24,2022,West Bengal,0
ITEM00019741,ORD0010178,PROD0645,Electronics,Cameras,Xiaomi,2,126424.0,25,94818.0,189636.0,82168.0,107468.0,56.67,2024-02-17,2024,Andhra Pradesh,0
ITEM00019742,ORD0010179,PROD0187,Books,Academic,S.Chand,2,662.0,35,430.0,860.0,444.0,416.0,48.37,2023-12-16,2023,Uttar Pradesh,0
ITEM00019743,ORD0010180,PROD0730,Grocery,Beverages,Aashirvaad,1,696.0,20,557.0,557.0,405.0,152.0,27.29,2022-12-15,2022,Kerala,0
ITEM00019744,ORD0010181,PROD0673,Electronics,Tablets,Boat,2,46741.0,10,42067.0,84134.0,38384.0,45750.0,54.38,2022-11-04,2022,Gujarat,0
ITEM00019745,ORD0010181,PROD0752,Office Supplies,Whiteboards,Classmate,1,105.0,5,100.0,100.0,50.0,50.0,50.0,2022-11-04,2022,Gujarat,0
ITEM00019746,ORD0010182,PROD0107,Grocery,Snacks,Britannia,2,977.0,50,488.0,976.0,688.0,288.0,29.51,2020-05-16,2020,Punjab,1
ITEM00019747,ORD0010182,PROD0271,Toys & Games,Action Figures,Lego,1,5250.0,10,4725.0,4725.0,2543.0,2182.0,46.18,2020-05-16,2020,Punjab,1
ITEM00019748,ORD0010183,PROD0313,Fashion,Sunglasses,Nike,2,3566.0,0,3566.0,7132.0,3814.0,3318.0,46.52,2023-06-12,2023,Delhi,0
ITEM00019749,ORD0010183,PROD0463,Sports & Fitness,Gym Equipment,Decathlon,1,3359.0,20,2687.0,2687.0,1681.0,1006.0,37.44,2023-06-12,2023,Delhi,0
ITEM00019750,ORD0010184,PROD0660,Sports & Fitness,Swimming,Decathlon,2,12620.0,35,8203.0,16406.0,11834.0,4572.0,27.87,2024-10-17,2024,West Bengal,1
ITEM00019751,ORD0010184,PROD0393,Grocery,Beverages,Dabur,1,708.0,25,531.0,531.0,293.0,238.0,44.82,2024-10-17,2024,West Bengal,1
ITEM00019752,ORD0010185,PROD0008,Office Supplies,Storage,Faber-Castell,1,4567.0,15,3882.0,3882.0,2459.0,1423.0,36.66,2021-12-05,2021,Telangana,1
ITEM00019753,ORD0010186,PROD0436,Electronics,Mobile Phones,OnePlus,1,68633.0,10,61770.0,61770.0,31835.0,29935.0,48.46,2023-11-24,2023,Uttar Pradesh,0
ITEM00019754,ORD0010187,PROD0391,Home & Kitchen,Furniture,Godrej,2,32774.0,25,24580.0,49160.0,28054.0,21106.0,42.93,2021-11-03,2021,Uttar Pradesh,0
ITEM00019755,ORD0010187,PROD0169,Home & Kitchen,Cleaning,Hawkins,2,16502.0,40,9901.0,19802.0,12384.0,7418.0,37.46,2021-11-03,2021,Uttar Pradesh,0
ITEM00019756,ORD0010187,PROD0460,Electronics,TV & Monitors,Apple,1,14488.0,30,10142.0,10142.0,6152.0,3990.0,39.34,2021-11-03,2021,Uttar Pradesh,0
ITEM00019757,ORD0010187,PROD0397,Automotive,Bike Accessories,Bosch,1,2903.0,35,1887.0,1887.0,1136.0,751.0,39.8,2021-11-03,2021,Uttar Pradesh,0
ITEM00019758,ORD0010187,PROD0560,Home & Kitchen,Furniture,Prestige,1,11803.0,15,10033.0,10033.0,4702.0,5331.0,53.13,2021-11-03,2021,Uttar Pradesh,0
ITEM00019759,ORD0010188,PROD0698,Fashion,Jewellery,H&M,1,8452.0,0,8452.0,8452.0,3429.0,5023.0,59.43,2023-10-17,2023,Madhya Pradesh,0
ITEM00019760,ORD0010188,PROD0424,Toys & Games,Action Figures,Funskool,1,5515.0,5,5239.0,5239.0,2547.0,2692.0,51.38,2023-10-17,2023,Madhya Pradesh,0
ITEM00019761,ORD0010188,PROD0574,Electronics,Headphones,Realme,1,49608.0,15,42167.0,42167.0,29324.0,12843.0,30.46,2023-10-17,2023,Madhya Pradesh,0
ITEM00019762,ORD0010188,PROD0110,Beauty & Health,Skincare,Himalaya,1,3006.0,35,1954.0,1954.0,1307.0,647.0,33.11,2023-10-17,2023,Madhya Pradesh,0
ITEM00019763,ORD0010189,PROD0581,Grocery,Staples,Nestle,1,786.0,15,668.0,668.0,450.0,218.0,32.63,2021-03-29,2021,Madhya Pradesh,1
ITEM00019764,ORD0010190,PROD0017,Automotive,Bike Accessories,3M,1,3768.0,55,1696.0,1696.0,930.0,766.0,45.17,2024-11-30,2024,Madhya Pradesh,0
ITEM00019765,ORD0010190,PROD0018,Fashion,Women Clothing,H&M,1,10982.0,25,8236.0,8236.0,3614.0,4622.0,56.12,2024-11-30,2024,Madhya Pradesh,0
ITEM00019766,ORD0010190,PROD0107,Grocery,Snacks,Britannia,1,977.0,50,488.0,488.0,344.0,144.0,29.51,2024-11-30,2024,Madhya Pradesh,0
ITEM00019767,ORD0010191,PROD0507,Automotive,Bike Accessories,Meguiars,1,9340.0,50,4670.0,4670.0,1931.0,2739.0,58.65,2023-03-05,2023,Uttar Pradesh,0
ITEM00019768,ORD0010191,PROD0212,Fashion,Footwear,Nike,1,3163.0,15,2689.0,2689.0,1299.0,1390.0,51.69,2023-03-05,2023,Uttar Pradesh,0
ITEM00019769,ORD0010192,PROD0033,Electronics,Cameras,LG,1,81837.0,15,69561.0,69561.0,51059.0,18502.0,26.6,2021-11-22,2021,Andhra Pradesh,0
ITEM00019770,ORD0010192,PROD0190,Automotive,Bike Accessories,Meguiars,1,3893.0,25,2920.0,2920.0,1405.0,1515.0,51.88,2021-11-22,2021,Andhra Pradesh,0
ITEM00019771,ORD0010192,PROD0516,Sports & Fitness,Football,SG,1,14235.0,0,14235.0,14235.0,6476.0,7759.0,54.51,2021-11-22,2021,Andhra Pradesh,0
ITEM00019772,ORD0010192,PROD0288,Toys & Games,Action Figures,Mattel,4,4488.0,5,4264.0,17056.0,10440.0,6616.0,38.79,2021-11-22,2021,Andhra Pradesh,0
ITEM00019773,ORD0010192,PROD0012,Grocery,Dairy,Dabur,1,1041.0,60,416.0,416.0,323.0,93.0,22.36,2021-11-22,2021,Andhra Pradesh,0
ITEM00019774,ORD0010193,PROD0282,Books,Business,Rupa,1,1700.0,5,1615.0,1615.0,789.0,826.0,51.15,2022-07-27,2022,Punjab,0
ITEM00019775,ORD0010194,PROD0374,Toys & Games,Electronic Toys,Lego,4,1017.0,35,661.0,2644.0,1644.0,1000.0,37.82,2022-03-21,2022,Delhi,0
ITEM00019776,ORD0010195,PROD0230,Office Supplies,Furniture,Classmate,1,9138.0,15,7767.0,7767.0,3658.0,4109.0,52.9,2020-03-21,2020,Gujarat,0
ITEM00019777,ORD0010196,PROD0781,Beauty & Health,Skincare,Biotique,1,4002.0,15,3402.0,3402.0,2416.0,986.0,28.98,2023-06-30,2023,Rajasthan,0
ITEM00019778,ORD0010197,PROD0474,Automotive,Tyres,Bosch,2,7485.0,15,6362.0,12724.0,6234.0,6490.0,51.01,2021-04-02,2021,Tamil Nadu,0
ITEM00019779,ORD0010197,PROD0654,Electronics,Laptops,Samsung,1,136169.0,25,102127.0,102127.0,72624.0,29503.0,28.89,2021-04-02,2021,Tamil Nadu,0
ITEM00019780,ORD0010197,PROD0220,Sports & Fitness,Yoga,Decathlon,1,25255.0,25,18941.0,18941.0,11667.0,7274.0,38.4,2021-04-02,2021,Tamil Nadu,0
ITEM00019781,ORD0010198,PROD0043,Beauty & Health,Haircare,Lakme,1,4920.0,10,4428.0,4428.0,2465.0,1963.0,44.33,2020-03-26,2020,Punjab,0
ITEM00019782,ORD0010199,PROD0204,Office Supplies,Printers,Classmate,3,2625.0,15,2231.0,6693.0,3816.0,2877.0,42.99,2024-03-16,2024,Madhya Pradesh,0
ITEM00019783,ORD0010200,PROD0565,Beauty & Health,Supplements,Patanjali,1,669.0,25,502.0,502.0,264.0,238.0,47.41,2023-02-20,2023,Rajasthan,0
ITEM00019784,ORD0010201,PROD0393,Grocery,Beverages,Dabur,2,708.0,30,496.0,992.0,586.0,406.0,40.93,2020-12-29,2020,Delhi,1
ITEM00019785,ORD0010201,PROD0315,Sports & Fitness,Swimming,Cosco,3,6141.0,30,4299.0,12897.0,7887.0,5010.0,38.85,2020-12-29,2020,Delhi,1
ITEM00019786,ORD0010201,PROD0029,Books,Business,HarperCollins,1,1921.0,40,1153.0,1153.0,625.0,528.0,45.79,2020-12-29,2020,Delhi,1
ITEM00019787,ORD0010202,PROD0384,Toys & Games,Action Figures,Toyzone,1,6831.0,5,6489.0,6489.0,3515.0,2974.0,45.83,2021-02-02,2021,Kerala,0
ITEM00019788,ORD0010203,PROD0470,Electronics,Cameras,Apple,2,23944.0,40,14366.0,28732.0,21142.0,7590.0,26.42,2020-12-26,2020,Madhya Pradesh,0
ITEM00019789,ORD0010204,PROD0569,Office Supplies,Furniture,HP,2,3599.0,55,1620.0,3240.0,1860.0,1380.0,42.59,2021-12-07,2021,Haryana,1
ITEM00019790,ORD0010204,PROD0370,Fashion,Jewellery,Fabindia,1,5465.0,30,3825.0,3825.0,2384.0,1441.0,37.67,2021-12-07,2021,Haryana,1
ITEM00019791,ORD0010205,PROD0050,Electronics,Headphones,Realme,4,102999.0,55,46350.0,185400.0,103728.0,81672.0,44.05,2024-06-13,2024,Gujarat,0
ITEM00019792,ORD0010205,PROD0373,Home & Kitchen,Cookware,Asian Paints,1,39108.0,40,23465.0,23465.0,10587.0,12878.0,54.88,2024-06-13,2024,Gujarat,0
ITEM00019793,ORD0010206,PROD0330,Electronics,Mobile Phones,Boat,1,11651.0,30,8156.0,8156.0,4027.0,4129.0,50.63,2023-11-08,2023,Gujarat,0
ITEM00019794,ORD0010206,PROD0734,Fashion,Sunglasses,Zara,2,5362.0,35,3485.0,6970.0,5510.0,1460.0,20.95,2023-11-08,2023,Gujarat,0
ITEM00019795,ORD0010206,PROD0350,Sports & Fitness,Gym Equipment,SG,1,23738.0,50,11869.0,11869.0,6576.0,5293.0,44.6,2023-11-08,2023,Gujarat,0
ITEM00019796,ORD0010206,PROD0675,Toys & Games,Educational,Toyzone,2,2755.0,25,2066.0,4132.0,2822.0,1310.0,31.7,2023-11-08,2023,Gujarat,0
ITEM00019797,ORD0010207,PROD0309,Electronics,TV & Monitors,Xiaomi,2,77475.0,40,46485.0,92970.0,45368.0,47602.0,51.2,2024-05-02,2024,Madhya Pradesh,0
ITEM00019798,ORD0010208,PROD0164,Beauty & Health,Skincare,Biotique,2,3442.0,40,2065.0,4130.0,3282.0,848.0,20.53,2024-06-16,2024,Uttar Pradesh,0
ITEM00019799,ORD0010208,PROD0447,Fashion,Bags & Wallets,Nike,1,5383.0,40,3230.0,3230.0,1919.0,1311.0,40.59,2024-06-16,2024,Uttar Pradesh,0
ITEM00019800,ORD0010209,PROD0794,Toys & Games,Outdoor,Hasbro,2,453.0,25,340.0,680.0,440.0,240.0,35.29,2020-11-18,2020,Andhra Pradesh,0
ITEM00019801,ORD0010209,PROD0263,Beauty & Health,Skincare,Biotique,3,2504.0,50,1252.0,3756.0,1917.0,1839.0,48.96,2020-11-18,2020,Andhra Pradesh,0
ITEM00019802,ORD0010210,PROD0551,Fashion,Sunglasses,Puma,2,1031.0,0,1031.0,2062.0,1076.0,986.0,47.82,2023-07-09,2023,Maharashtra,0
