product_id,product_name,category,subcategory,brand,mrp,selling_price,discount_pct,cost_price,weight_kg,rating,review_count,stock_quantity,is_active,launch_date,supplier_id
PROD0179,Britannia Beverages 307,Grocery,Beverages,Britannia,876.0,657.0,25,433.0,5.57,2.7,43,210,1,2021-06-03,SUP016
PROD0180,Hawkins Decor 492,Home & Kitchen,Decor,Hawkins,28024.0,21018.0,25,11888.0,11.05,3.0,183,231,0,2019-12-21,SUP048
PROD0181,Scholastic Business 548,Books,Business,Scholastic,139.0,132.0,5,59.0,12.86,3.0,4015,201,1,2019-01-15,SUP025
PROD0182,Amul Beverages 498,Grocery,Beverages,Amul,794.0,556.0,30,224.0,13.41,3.5,1629,128,0,2018-08-15,SUP044
PROD0183,Xiaomi Headphones 610,Electronics,Headphones,Xiaomi,98595.0,49298.0,50,21666.0,7.97,3.0,3068,449,1,2019-05-22,SUP025
PROD0184,Canon Printers 973,Office Supplies,Printers,Canon,2739.0,2602.0,5,1578.0,2.75,4.4,992,408,1,2018-12-15,SUP042
PROD0185,Puma Footwear 989,Fashion,Footwear,Puma,7945.0,7548.0,5,3083.0,11.68,4.0,1937,78,1,2022-11-16,SUP044
PROD0186,Samsung Smart Watches 433,Electronics,Smart Watches,Samsung,65646.0,45952.0,30,24312.0,13.17,2.6,2547,249,1,2018-05-05,SUP011
PROD0187,S.Chand Academic 653,Books,Academic,S.Chand,662.0,463.0,30,222.0,6.1,4.0,1099,28,1,2020-03-27,SUP013
PROD0188,Scholastic Non-Fiction 674,Books,Non-Fiction,Scholastic,1575.0,788.0,50,468.0,10.17,3.0,407,314,0,2020-03-21,SUP027
PROD0189,Godrej Furniture 480,Office Supplies,Furniture,Godrej,7121.0,5341.0,25,2197.0,14.53,2.9,4637,116,1,2021-05-02,SUP031
PROD0190,Meguiars Bike Accessories 739,Automotive,Bike Accessories,Meguiars,3893.0,2920.0,25,1405.0,1.84,3.3,3631,355,1,2020-03-09,SUP016
PROD0191,Canon Printers 727,Office Supplies,Printers,Canon,6950.0,6602.0,5,3262.0,0.43,3.8,1089,251,1,2021-04-29,SUP047
PROD0192,Dabur Spices 395,Grocery,Spices,Dabur,558.0,558.0,0,317.0,4.9,4.6,2204,422,1,2021-02-19,SUP001
PROD0193,Scholastic Self-Help 877,Books,Self-Help,Scholastic,1233.0,1110.0,10,497.0,2.24,3.4,526,263,1,2021-06-13,SUP041
PROD0194,Cosco Yoga 343,Sports & Fitness,Yoga,Cosco,19614.0,11768.0,40,6269.0,0.82,4.0,4643,81,1,2020-09-13,SUP003
PROD0195,MRF Car Accessories 504,Automotive,Car Accessories,MRF,6494.0,3247.0,50,1355.0,3.46,2.5,4488,45,1,2020-08-24,SUP026
PROD0196,Penguin Business 400,Books,Business,Penguin,998.0,798.0,20,359.0,14.49,5.0,3973,351,1,2019-07-17,SUP004
PROD0197,LOreal Supplements 278,Beauty & Health,Supplements,LOreal,1768.0,1414.0,20,716.0,10.84,4.4,2113,194,1,2020-10-30,SUP016
PROD0198,Hasbro Outdoor 869,Toys & Games,Outdoor,Hasbro,4064.0,2438.0,40,1107.0,13.91,4.8,4110,102,1,2021-12-27,SUP040
PROD0199,H&M Footwear 281,Fashion,Footwear,H&M,2028.0,1014.0,50,550.0,1.84,4.8,1315,134,1,2020-01-13,SUP015
PROD0200,H&M Footwear 735,Fashion,Footwear,H&M,1603.0,1122.0,30,627.0,3.33,3.8,3968,209,1,2021-10-17,SUP011
PROD0201,Decathlon Cycling 198,Sports & Fitness,Cycling,Decathlon,8286.0,7043.0,15,4231.0,2.34,3.7,1191,30,1,2018-12-11,SUP029
PROD0202,Cosco Gym Equipment 359,Sports & Fitness,Gym Equipment,Cosco,12958.0,6479.0,50,4258.0,12.19,4.2,3932,138,1,2022-09-02,SUP048
PROD0203,Puma Men Clothing 988,Fashion,Men Clothing,Puma,7805.0,4683.0,40,3233.0,4.42,4.9,1867,183,1,2018-05-01,SUP048
PROD0204,Classmate Printers 460,Office Supplies,Printers,Classmate,2625.0,2231.0,15,1272.0,6.79,4.1,604,88,1,2020-09-28,SUP038
PROD0205,Funskool Outdoor 761,Toys & Games,Outdoor,Funskool,5796.0,4637.0,20,2536.0,5.83,4.8,722,250,1,2020-10-04,SUP025
PROD0206,HP Stationery 670,Office Supplies,Stationery,HP,8651.0,5191.0,40,3481.0,6.94,3.3,557,183,1,2020-10-01,SUP036
PROD0207,HarperCollins Fiction 589,Books,Fiction,HarperCollins,1962.0,981.0,50,408.0,7.69,3.7,151,467,1,2019-04-10,SUP001
PROD0208,Yonex Football 257,Sports & Fitness,Football,Yonex,21417.0,20346.0,5,10248.0,7.37,3.2,858,184,1,2019-09-25,SUP017
PROD0209,Nivia Cycling 915,Sports & Fitness,Cycling,Nivia,10723.0,10187.0,5,6103.0,12.71,3.3,541,131,0,2021-09-19,SUP005
PROD0210,Godrej Cleaning 782,Home & Kitchen,Cleaning,Godrej,27852.0,13926.0,50,6785.0,7.15,3.7,1754,74,1,2022-05-14,SUP015
PROD0211,Asian Paints Storage 273,Home & Kitchen,Storage,Asian Paints,8755.0,8317.0,5,5199.0,11.08,2.5,3508,151,1,2022-09-03,SUP043
PROD0212,Nike Footwear 259,Fashion,Footwear,Nike,3163.0,2689.0,15,1299.0,4.42,4.1,1481,55,1,2021-11-06,SUP024
PROD0213,Canon Printers 280,Office Supplies,Printers,Canon,6596.0,3958.0,40,2511.0,0.96,4.9,3972,269,0,2018-05-02,SUP007
PROD0214,Lakme Skincare 760,Beauty & Health,Skincare,Lakme,2189.0,1970.0,10,852.0,8.45,2.6,684,148,1,2021-10-21,SUP022
PROD0215,Oxford Fiction 744,Books,Fiction,Oxford,1521.0,913.0,40,416.0,5.32,3.6,4102,199,1,2018-09-18,SUP019
PROD0216,Adidas Jewellery 801,Fashion,Jewellery,Adidas,13538.0,11507.0,15,6101.0,9.16,4.9,910,432,1,2018-07-02,SUP008
PROD0217,Fisher-Price Electronic Toys 542,Toys & Games,Electronic Toys,Fisher-Price,4042.0,4042.0,0,2622.0,2.81,2.5,4791,320,0,2021-01-10,SUP021
PROD0218,Godrej Decor 664,Home & Kitchen,Decor,Godrej,46296.0,43981.0,5,19425.0,5.6,4.3,789,381,1,2022-06-06,SUP034
PROD0219,Faber-Castell Storage 108,Office Supplies,Storage,Faber-Castell,2781.0,2364.0,15,1289.0,13.92,3.2,3978,232,1,2022-11-19,SUP026
PROD0220,Decathlon Yoga 731,Sports & Fitness,Yoga,Decathlon,25255.0,20204.0,20,11667.0,8.89,3.5,1439,247,1,2019-04-07,SUP014
PROD0221,Asian Paints Furniture 257,Home & Kitchen,Furniture,Asian Paints,35078.0,33324.0,5,16466.0,13.32,4.4,4207,312,1,2021-08-11,SUP038
PROD0222,Godrej Furniture 808,Office Supplies,Furniture,Godrej,5516.0,4137.0,25,1870.0,3.92,3.6,1956,262,1,2021-04-02,SUP024
PROD0223,Decathlon Yoga 475,Sports & Fitness,Yoga,Decathlon,12828.0,12828.0,0,6148.0,6.94,4.4,350,312,1,2020-11-19,SUP025
PROD0224,Philips Decor 527,Home & Kitchen,Decor,Philips,333.0,283.0,15,130.0,5.99,4.6,573,111,1,2019-06-23,SUP032
PROD0225,Realme Cameras 457,Electronics,Cameras,Realme,93283.0,79291.0,15,50196.0,11.21,4.8,2407,464,1,2021-03-30,SUP016
PROD0226,Hawkins Decor 236,Home & Kitchen,Decor,Hawkins,25038.0,20030.0,20,10892.0,10.6,3.5,1376,483,1,2022-11-06,SUP049
PROD0227,Nilkamal Furniture 434,Home & Kitchen,Furniture,Nilkamal,43281.0,25969.0,40,11730.0,12.18,4.6,4406,166,1,2019-01-20,SUP022
PROD0228,Oxford Business 239,Books,Business,Oxford,224.0,202.0,10,120.0,7.68,4.9,1594,475,1,2018-06-18,SUP031
PROD0229,Puma Men Clothing 542,Fashion,Men Clothing,Puma,14652.0,8791.0,40,5426.0,13.8,4.8,4389,498,1,2022-01-28,SUP045
PROD0230,Classmate Furniture 550,Office Supplies,Furniture,Classmate,9138.0,8224.0,10,3658.0,1.63,3.9,2353,10,0,2019-09-05,SUP020
PROD0231,Britannia Beverages 845,Grocery,Beverages,Britannia,925.0,740.0,20,358.0,13.68,4.1,4470,255,1,2019-08-29,SUP028
PROD0232,Scholastic Children 230,Books,Children,Scholastic,308.0,246.0,20,171.0,2.69,2.8,3992,81,1,2022-01-11,SUP049
PROD0233,Boat Cameras 941,Electronics,Cameras,Boat,91946.0,45973.0,50,22867.0,14.58,4.0,3715,390,1,2021-01-09,SUP011
PROD0234,Amul Snacks 375,Grocery,Snacks,Amul,791.0,396.0,50,162.0,8.34,3.8,4146,19,1,2018-10-02,SUP002
PROD0235,Mattel Electronic Toys 709,Toys & Games,Electronic Toys,Mattel,3963.0,3369.0,15,1999.0,11.49,3.6,1575,11,0,2019-07-22,SUP029
PROD0236,Amul Spices 492,Grocery,Spices,Amul,455.0,387.0,15,217.0,6.75,3.9,409,495,1,2018-03-19,SUP022
PROD0237,Xiaomi Cameras 487,Electronics,Cameras,Xiaomi,29947.0,25455.0,15,11852.0,5.4,2.9,583,442,0,2021-07-23,SUP041
PROD0238,Bata Women Clothing 362,Fashion,Women Clothing,Bata,1462.0,1096.0,25,754.0,13.75,4.6,2030,457,1,2020-04-30,SUP003
PROD0239,Fabindia Men Clothing 683,Fashion,Men Clothing,Fabindia,3790.0,2842.0,25,1302.0,1.15,3.2,4268,320,1,2022-05-01,SUP023
PROD0240,Patanjali Supplements 609,Beauty & Health,Supplements,Patanjali,2897.0,1738.0,40,1183.0,0.28,3.3,3829,207,1,2018-02-14,SUP023
PROD0241,Philips Lighting 460,Home & Kitchen,Lighting,Philips,47401.0,35551.0,25,16208.0,7.87,3.9,1447,402,1,2021-07-08,SUP030
PROD0242,Britannia Dairy 434,Grocery,Dairy,Britannia,440.0,374.0,15,213.0,1.53,4.7,2275,285,1,2020-05-21,SUP040
PROD0243,Nivia Swimming 628,Sports & Fitness,Swimming,Nivia,16647.0,9988.0,40,6315.0,9.02,4.7,4845,486,1,2022-01-01,SUP027
PROD0244,Nestle Spices 504,Grocery,Spices,Nestle,1865.0,1119.0,40,662.0,13.23,2.6,1972,298,1,2022-06-17,SUP005
PROD0245,Cosco Gym Equipment 286,Sports & Fitness,Gym Equipment,Cosco,23304.0,23304.0,0,16049.0,9.66,4.6,1078,395,1,2020-04-10,SUP041
PROD0246,LOreal Skincare 729,Beauty & Health,Skincare,LOreal,3135.0,2665.0,15,1120.0,9.54,4.7,524,182,0,2019-12-03,SUP029
PROD0247,Scholastic Children 455,Books,Children,Scholastic,669.0,468.0,30,210.0,4.81,4.9,4612,38,1,2019-02-01,SUP002
PROD0248,Britannia Dairy 138,Grocery,Dairy,Britannia,1508.0,1282.0,15,574.0,4.81,3.1,878,467,1,2022-12-31,SUP047
PROD0249,Penguin Business 194,Books,Business,Penguin,427.0,342.0,20,203.0,2.21,2.9,3452,382,1,2020-02-04,SUP005
PROD0250,Haldirams Beverages 806,Grocery,Beverages,Haldirams,622.0,311.0,50,209.0,0.17,4.1,700,29,1,2021-01-17,SUP028
PROD0251,Samsung Headphones 420,Electronics,Headphones,Samsung,44945.0,33709.0,25,21959.0,3.74,4.3,116,1,1,2019-04-27,SUP030
PROD0252,Xiaomi Headphones 170,Electronics,Headphones,Xiaomi,121442.0,109298.0,10,66685.0,9.44,4.5,112,287,1,2020-03-08,SUP041
PROD0253,Funskool Electronic Toys 696,Toys & Games,Electronic Toys,Funskool,608.0,304.0,50,139.0,4.36,4.0,3719,415,1,2020-07-15,SUP009
PROD0254,Decathlon Gym Equipment 324,Sports & Fitness,Gym Equipment,Decathlon,25407.0,12704.0,50,6619.0,4.86,4.1,3471,84,1,2021-11-25,SUP022
PROD0255,Samsung Cameras 805,Electronics,Cameras,Samsung,121591.0,72955.0,40,50642.0,11.08,4.0,601,415,1,2022-04-06,SUP002
PROD0256,Godrej Furniture 546,Home & Kitchen,Furniture,Godrej,6550.0,4912.0,25,2418.0,14.36,3.2,3285,8,1,2019-09-25,SUP050
PROD0257,Apple Headphones 320,Electronics,Headphones,Apple,33934.0,27147.0,20,16970.0,1.63,3.5,4426,210,1,2018-01-16,SUP009
PROD0258,Himalaya Makeup 945,Beauty & Health,Makeup,Himalaya,2151.0,1721.0,20,692.0,9.81,4.3,2659,62,1,2022-10-09,SUP037
PROD0259,Nike Sunglasses 109,Fashion,Sunglasses,Nike,3806.0,3045.0,20,1541.0,3.02,4.9,423,426,1,2018-03-08,SUP025
PROD0260,Oxford Business 507,Books,Business,Oxford,1306.0,914.0,30,373.0,2.51,4.4,4016,132,0,2020-10-09,SUP005
PROD0261,Aashirvaad Snacks 209,Grocery,Snacks,Aashirvaad,1823.0,912.0,50,462.0,14.91,3.4,1709,155,0,2021-03-14,SUP027
PROD0262,Hawkins Decor 968,Home & Kitchen,Decor,Hawkins,42652.0,29856.0,30,12649.0,4.58,5.0,3318,450,1,2018-03-13,SUP023
PROD0263,Biotique Skincare 529,Beauty & Health,Skincare,Biotique,2504.0,1252.0,50,639.0,1.29,3.2,3977,290,1,2022-01-19,SUP042
PROD0264,Apple TV & Monitors 954,Electronics,TV & Monitors,Apple,31180.0,18708.0,40,10824.0,5.79,2.9,1909,300,1,2022-01-28,SUP035
PROD0265,Lego Educational 782,Toys & Games,Educational,Lego,2808.0,2527.0,10,1432.0,2.29,4.6,3587,172,1,2019-05-02,SUP017
PROD0266,Sony TV & Monitors 195,Electronics,TV & Monitors,Sony,36865.0,27649.0,25,15478.0,1.42,5.0,3301,473,1,2018-08-27,SUP007
PROD0267,Asian Paints Cleaning 450,Home & Kitchen,Cleaning,Asian Paints,47619.0,23810.0,50,12090.0,11.96,2.6,4503,188,1,2018-08-16,SUP041
PROD0268,Meguiars Bike Accessories 510,Automotive,Bike Accessories,Meguiars,17106.0,10264.0,40,5380.0,6.69,3.6,4724,203,1,2019-08-16,SUP021
PROD0269,Nivia Gym Equipment 798,Sports & Fitness,Gym Equipment,Nivia,3584.0,2150.0,40,1291.0,6.38,4.5,2465,280,1,2022-04-01,SUP030
PROD0270,Oxford Non-Fiction 560,Books,Non-Fiction,Oxford,1103.0,662.0,40,391.0,12.6,4.7,4612,132,1,2018-05-01,SUP020
PROD0271,Lego Action Figures 224,Toys & Games,Action Figures,Lego,5250.0,5250.0,0,2543.0,5.1,3.1,3234,232,1,2020-12-01,SUP047
PROD0272,Mamaearth Haircare 166,Beauty & Health,Haircare,Mamaearth,2487.0,2114.0,15,1114.0,4.57,4.5,4351,252,1,2018-08-20,SUP036
PROD0273,Philips Furniture 226,Home & Kitchen,Furniture,Philips,21019.0,10510.0,50,5097.0,2.56,4.4,2541,338,1,2021-01-12,SUP006
PROD0274,LG Headphones 493,Electronics,Headphones,LG,115247.0,103722.0,10,48814.0,5.4,3.8,1592,58,1,2021-06-12,SUP044
PROD0275,Amul Beverages 694,Grocery,Beverages,Amul,1583.0,1266.0,20,635.0,9.9,3.8,4768,369,1,2019-09-27,SUP009
PROD0276,Puma Men Clothing 145,Fashion,Men Clothing,Puma,13077.0,9154.0,30,3831.0,3.19,2.6,2781,368,1,2019-04-12,SUP016
PROD0277,LOreal Makeup 321,Beauty & Health,Makeup,LOreal,206.0,206.0,0,107.0,7.93,2.9,2441,102,1,2020-07-11,SUP046
PROD0278,Toyzone Board Games 376,Toys & Games,Board Games,Toyzone,5217.0,5217.0,0,2609.0,4.99,4.7,1595,86,1,2021-02-24,SUP004
PROD0279,Nestle Organic 450,Grocery,Organic,Nestle,1316.0,1053.0,20,720.0,12.99,3.0,3637,36,1,2022-01-18,SUP006
PROD0280,Hasbro Electronic Toys 309,Toys & Games,Electronic Toys,Hasbro,1633.0,1306.0,20,551.0,7.69,3.3,227,140,1,2021-08-20,SUP030
PROD0281,Dabur Dairy 497,Grocery,Dairy,Dabur,1402.0,1122.0,20,669.0,10.05,4.9,484,471,1,2018-12-16,SUP049
PROD0282,Rupa Business 890,Books,Business,Rupa,1700.0,1615.0,5,789.0,4.63,3.3,2153,482,1,2022-03-22,SUP049
PROD0283,Nestle Staples 374,Grocery,Staples,Nestle,638.0,319.0,50,165.0,6.59,3.7,201,91,1,2018-08-23,SUP049
PROD0284,Patanjali Medical Devices 493,Beauty & Health,Medical Devices,Patanjali,1571.0,786.0,50,484.0,3.48,3.5,4508,249,1,2020-04-01,SUP021
PROD0285,Godrej Bedding 550,Home & Kitchen,Bedding,Godrej,36501.0,34676.0,5,21712.0,12.19,3.8,4805,264,1,2019-10-17,SUP014
PROD0286,Cosco Yoga 455,Sports & Fitness,Yoga,Cosco,8012.0,4006.0,50,2502.0,9.53,3.4,1229,153,1,2019-09-18,SUP044
PROD0287,MRF Tyres 501,Automotive,Tyres,MRF,4307.0,3446.0,20,1958.0,11.13,3.0,729,93,1,2022-10-07,SUP027
PROD0288,Mattel Action Figures 868,Toys & Games,Action Figures,Mattel,4488.0,4264.0,5,2610.0,4.43,4.1,502,93,0,2019-12-26,SUP035
PROD0289,Penguin Children 567,Books,Children,Penguin,1370.0,959.0,30,482.0,0.81,4.3,1085,236,1,2018-10-01,SUP021
PROD0290,Lego Educational 623,Toys & Games,Educational,Lego,3631.0,2179.0,40,1294.0,11.17,4.9,2983,137,1,2022-06-29,SUP030
PROD0291,Classmate Printers 286,Office Supplies,Printers,Classmate,2753.0,1376.0,50,756.0,9.81,4.7,4584,374,1,2020-02-28,SUP048
PROD0292,Nilkamal Cleaning 805,Home & Kitchen,Cleaning,Nilkamal,14168.0,11334.0,20,4832.0,1.18,4.0,1324,323,1,2020-10-27,SUP009
PROD0293,Boat TV & Monitors 128,Electronics,TV & Monitors,Boat,87361.0,87361.0,0,56170.0,6.75,4.5,4870,312,1,2019-04-18,SUP010
PROD0294,Nivia Cricket 556,Sports & Fitness,Cricket,Nivia,13721.0,12349.0,10,8123.0,3.44,3.3,2827,74,1,2022-06-01,SUP014
PROD0295,Lego Board Games 182,Toys & Games,Board Games,Lego,350.0,262.0,25,163.0,2.83,4.8,3329,17,1,2020-02-12,SUP014
PROD0296,Toyzone Board Games 952,Toys & Games,Board Games,Toyzone,4477.0,2686.0,40,1184.0,8.95,2.5,2818,389,1,2020-01-09,SUP025
PROD0297,3M Tools 776,Automotive,Tools,3M,16414.0,15593.0,5,8192.0,6.41,4.3,4218,193,1,2019-12-17,SUP034
PROD0298,Nilkamal Bedding 763,Home & Kitchen,Bedding,Nilkamal,12996.0,7798.0,40,4441.0,9.41,5.0,1082,391,1,2018-09-28,SUP030
PROD0299,SG Cycling 766,Sports & Fitness,Cycling,SG,5450.0,3270.0,40,1614.0,4.98,4.7,1438,377,1,2020-05-09,SUP031
PROD0300,LOreal Supplements 578,Beauty & Health,Supplements,LOreal,4034.0,2420.0,40,1591.0,11.96,3.2,301,41,0,2020-12-24,SUP033
PROD0301,Nivia Gym Equipment 238,Sports & Fitness,Gym Equipment,Nivia,5019.0,2510.0,50,1403.0,7.57,3.6,2613,167,1,2018-10-23,SUP027
PROD0302,Patanjali Medical Devices 586,Beauty & Health,Medical Devices,Patanjali,3676.0,2206.0,40,1107.0,14.6,4.7,8,219,1,2022-10-30,SUP041
PROD0303,Realme Tablets 844,Electronics,Tablets,Realme,34834.0,26126.0,25,11365.0,7.81,4.2,3282,264,1,2018-12-16,SUP022
PROD0304,Mamaearth Medical Devices 691,Beauty & Health,Medical Devices,Mamaearth,2984.0,2984.0,0,1663.0,1.58,3.1,968,481,1,2022-11-27,SUP039
PROD0305,Godrej Lighting 930,Home & Kitchen,Lighting,Godrej,20913.0,17776.0,15,11932.0,8.96,4.3,520,264,1,2022-07-06,SUP044
PROD0306,Patanjali Makeup 737,Beauty & Health,Makeup,Patanjali,4399.0,4399.0,0,2352.0,6.69,3.8,3034,211,1,2019-09-27,SUP032
PROD0307,LOreal Supplements 784,Beauty & Health,Supplements,LOreal,4928.0,3942.0,20,2090.0,13.87,4.3,1244,480,1,2022-07-17,SUP034
PROD0308,Faber-Castell Furniture 223,Office Supplies,Furniture,Faber-Castell,8147.0,6518.0,20,4061.0,6.05,4.3,1061,282,1,2019-07-19,SUP015
PROD0309,Xiaomi TV & Monitors 549,Electronics,TV & Monitors,Xiaomi,77475.0,46485.0,40,22684.0,13.94,3.5,4186,326,1,2019-04-28,SUP019
PROD0310,Yonex Cricket 330,Sports & Fitness,Cricket,Yonex,3022.0,2266.0,25,1276.0,2.92,3.2,2808,447,1,2019-03-19,SUP039
PROD0311,HarperCollins Business 380,Books,Business,HarperCollins,853.0,640.0,25,333.0,3.02,2.9,3507,184,1,2019-01-07,SUP046
PROD0312,Decathlon Yoga 376,Sports & Fitness,Yoga,Decathlon,26874.0,21499.0,20,14240.0,9.95,4.2,3099,60,0,2019-07-26,SUP015
PROD0313,Nike Sunglasses 247,Fashion,Sunglasses,Nike,3566.0,3566.0,0,1907.0,0.43,4.9,2361,485,1,2018-03-31,SUP047
PROD0314,Prestige Cleaning 374,Home & Kitchen,Cleaning,Prestige,31401.0,18841.0,40,13032.0,2.83,4.7,594,250,1,2020-02-19,SUP024
PROD0315,Cosco Swimming 789,Sports & Fitness,Swimming,Cosco,6141.0,4299.0,30,2629.0,9.51,2.7,2009,496,1,2022-08-22,SUP016
PROD0316,Mattel Educational 948,Toys & Games,Educational,Mattel,1327.0,1128.0,15,647.0,4.08,2.8,1939,148,0,2018-07-06,SUP038
PROD0317,Classmate Printers 388,Office Supplies,Printers,Classmate,8442.0,6754.0,20,2936.0,14.14,4.2,2660,29,1,2021-03-16,SUP046
PROD0318,Godrej Cookware 146,Home & Kitchen,Cookware,Godrej,26406.0,22445.0,15,15523.0,4.87,2.9,1493,112,1,2020-02-09,SUP018
PROD0319,LOreal Makeup 981,Beauty & Health,Makeup,LOreal,3903.0,2342.0,40,1478.0,12.31,3.6,4520,198,1,2022-03-10,SUP036
PROD0320,Peter England Jewellery 988,Fashion,Jewellery,Peter England,11406.0,10265.0,10,5020.0,0.25,3.7,2567,219,1,2022-08-16,SUP031
PROD0321,Prestige Cleaning 829,Home & Kitchen,Cleaning,Prestige,17157.0,17157.0,0,11104.0,12.16,3.3,635,103,1,2022-07-18,SUP049
PROD0322,LG TV & Monitors 681,Electronics,TV & Monitors,LG,54124.0,43299.0,20,26046.0,13.66,4.2,16,401,1,2019-02-26,SUP001
PROD0323,Amul Dairy 626,Grocery,Dairy,Amul,328.0,312.0,5,195.0,7.54,4.9,1528,266,1,2019-05-28,SUP014
PROD0324,Britannia Spices 153,Grocery,Spices,Britannia,1126.0,1070.0,5,513.0,0.69,3.4,4758,98,1,2019-09-06,SUP047
PROD0325,3M Tools 154,Automotive,Tools,3M,15776.0,9466.0,40,6501.0,2.87,3.3,3046,487,1,2019-11-30,SUP009
PROD0326,Meguiars Car Accessories 640,Automotive,Car Accessories,Meguiars,13004.0,6502.0,50,3876.0,0.19,2.9,3164,48,1,2021-12-23,SUP006
PROD0327,Funskool Electronic Toys 341,Toys & Games,Electronic Toys,Funskool,2473.0,1731.0,30,796.0,12.41,4.7,1606,382,1,2019-03-07,SUP022
PROD0328,Faber-Castell Storage 566,Office Supplies,Storage,Faber-Castell,1783.0,1605.0,10,722.0,9.2,4.3,4367,77,0,2021-04-01,SUP043
PROD0329,Nestle Beverages 225,Grocery,Beverages,Nestle,1760.0,1760.0,0,819.0,5.81,4.3,2757,347,1,2021-08-31,SUP020
PROD0330,Boat Mobile Phones 433,Electronics,Mobile Phones,Boat,11651.0,8156.0,30,4027.0,8.95,4.5,4219,145,1,2020-03-13,SUP045
PROD0331,Toyzone Electronic Toys 369,Toys & Games,Electronic Toys,Toyzone,6689.0,4682.0,30,3193.0,4.1,3.0,959,86,1,2021-03-09,SUP026
PROD0332,HarperCollins Academic 893,Books,Academic,HarperCollins,920.0,460.0,50,264.0,13.23,2.7,3645,493,1,2021-02-05,SUP046
PROD0333,Nilkamal Storage 504,Home & Kitchen,Storage,Nilkamal,642.0,578.0,10,367.0,8.22,2.9,2518,489,1,2022-06-17,SUP014
PROD0334,Hawkins Cookware 546,Home & Kitchen,Cookware,Hawkins,36223.0,27167.0,25,14515.0,3.19,4.9,3159,141,1,2020-10-26,SUP024
PROD0335,Amul Dairy 775,Grocery,Dairy,Amul,1868.0,1121.0,40,588.0,11.65,4.0,4883,127,1,2021-08-04,SUP038
PROD0336,HP Stationery 534,Office Supplies,Stationery,HP,8317.0,7901.0,5,3268.0,1.16,4.8,2443,270,1,2020-10-31,SUP041
PROD0337,Peter England Sunglasses 884,Fashion,Sunglasses,Peter England,7199.0,7199.0,0,4932.0,11.74,3.3,3701,224,1,2019-10-16,SUP026
PROD0338,Yonex Yoga 209,Sports & Fitness,Yoga,Yonex,18863.0,17920.0,5,11060.0,11.73,3.5,1301,166,1,2018-03-30,SUP039
PROD0339,Britannia Beverages 945,Grocery,Beverages,Britannia,1433.0,1218.0,15,526.0,3.76,4.5,4092,318,1,2020-06-22,SUP050
PROD0340,Himalaya Supplements 157,Beauty & Health,Supplements,Himalaya,1203.0,1143.0,5,474.0,3.6,3.5,4377,406,1,2022-11-18,SUP018
PROD0341,Bata Men Clothing 255,Fashion,Men Clothing,Bata,7701.0,6161.0,20,2515.0,5.52,3.1,4010,121,1,2018-03-01,SUP026
PROD0342,Reebok Football 294,Sports & Fitness,Football,Reebok,24720.0,12360.0,50,6373.0,0.79,3.7,2368,70,1,2018-07-07,SUP007
PROD0343,Himalaya Makeup 827,Beauty & Health,Makeup,Himalaya,1910.0,1624.0,15,1127.0,4.57,4.6,337,217,1,2019-09-12,SUP014
PROD0344,Zara Bags & Wallets 144,Fashion,Bags & Wallets,Zara,13680.0,11628.0,15,7650.0,0.42,5.0,3473,413,1,2018-12-26,SUP007
PROD0345,Boat Laptops 618,Electronics,Laptops,Boat,6749.0,5062.0,25,3162.0,11.29,3.8,131,45,1,2021-06-05,SUP012
PROD0346,Hawkins Decor 125,Home & Kitchen,Decor,Hawkins,33480.0,20088.0,40,11908.0,11.37,4.0,1415,5,1,2018-11-18,SUP047
PROD0347,Fabindia Women Clothing 972,Fashion,Women Clothing,Fabindia,1935.0,1451.0,25,676.0,11.37,3.0,1196,488,1,2018-01-12,SUP001
PROD0348,Sony Mobile Phones 759,Electronics,Mobile Phones,Sony,41282.0,28897.0,30,15668.0,1.13,3.1,1849,476,1,2022-09-05,SUP017
PROD0349,Funskool Electronic Toys 766,Toys & Games,Electronic Toys,Funskool,319.0,160.0,50,90.0,13.57,4.4,937,455,1,2019-11-17,SUP011
PROD0350,SG Gym Equipment 978,Sports & Fitness,Gym Equipment,SG,23738.0,11869.0,50,6576.0,9.42,3.7,2802,271,1,2018-09-08,SUP039
PROD0351,Nivia Swimming 864,Sports & Fitness,Swimming,Nivia,17058.0,8529.0,50,4955.0,2.83,4.8,677,258,1,2021-03-21,SUP012
PROD0352,Himalaya Skincare 695,Beauty & Health,Skincare,Himalaya,2867.0,1720.0,40,705.0,3.87,2.9,4747,487,1,2018-10-25,SUP045
PROD0353,Realme Headphones 756,Electronics,Headphones,Realme,85388.0,42694.0,50,23159.0,13.35,3.3,4376,184,1,2019-01-17,SUP013
PROD0354,Peter England Women Clothing 703,Fashion,Women Clothing,Peter England,668.0,468.0,30,271.0,9.36,3.9,2143,244,1,2019-11-03,SUP047
PROD0355,Bata Jewellery 630,Fashion,Jewellery,Bata,8593.0,8163.0,5,5660.0,10.3,2.9,3826,296,1,2018-09-26,SUP019
PROD0356,HP Furniture 528,Office Supplies,Furniture,HP,5623.0,4498.0,20,2868.0,9.51,4.5,23,324,1,2019-03-02,SUP047
PROD0357,Philips Decor 997,Home & Kitchen,Decor,Philips,19001.0,14251.0,25,8669.0,2.53,4.3,3957,48,1,2020-02-26,SUP013
